"No.","Time","Source","Destination","Protocol","Length","Info"
"353866","3095.430896","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=2938, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"353868","3095.434322","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=2939, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"353870","3095.437744","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=2940, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"353875","3095.465853","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=2941, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"353877","3095.469288","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=2942, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"353880","3095.475133","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=2944, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"354573","3098.966016","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=2979, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"354574","3098.969385","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=2980, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"354576","3098.972832","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=2981, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"354578","3098.998525","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=2982, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"354579","3099.001926","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=2983, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"354581","3099.005374","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=2984, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"354608","3099.633512","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=2991, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"354610","3099.636984","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=2992, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"354611","3099.640405","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=2993, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"354614","3099.672981","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=2995, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"354616","3099.676348","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=2996, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"354617","3099.679776","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=2997, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"354789","3101.493748","TpLinkTechno_1a:8f:ea","06:ff:73:2f:85:3a","802.11","397","Probe Response, SN=3015, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"354790","3101.496867","TpLinkTechno_1a:8f:ea","06:ff:73:2f:85:3a","802.11","397","Probe Response, SN=3016, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"354791","3101.500062","TpLinkTechno_1a:8f:ea","06:ff:73:2f:85:3a","802.11","397","Probe Response, SN=3017, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"354795","3101.605172","TpLinkTechno_1a:8f:ea","06:ff:73:2f:85:3a","802.11","397","Probe Response, SN=3019, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"354796","3101.608291","TpLinkTechno_1a:8f:ea","06:ff:73:2f:85:3a","802.11","397","Probe Response, SN=3020, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"354797","3101.611434","TpLinkTechno_1a:8f:ea","06:ff:73:2f:85:3a","802.11","397","Probe Response, SN=3021, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"354799","3101.614912","TpLinkTechno_1a:8f:ea","06:ff:73:2f:85:3a","802.11","397","Probe Response, SN=3022, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"354802","3101.620560","TpLinkTechno_1a:8f:ea","06:ff:73:2f:85:3a","802.11","397","Probe Response, SN=3024, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"354804","3101.624155","TpLinkTechno_1a:8f:ea","06:ff:73:2f:85:3a","802.11","397","Probe Response, SN=3025, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"354875","3103.844800","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=3047, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"354876","3103.847731","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=3048, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"354877","3103.850825","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=3049, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"354881","3103.964563","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=3051, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"354882","3103.967736","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=3052, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"354884","3103.973555","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=3054, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"355057","3110.406473","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3117, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"355058","3110.409756","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3118, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"355059","3110.412869","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3119, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"355550","3120.407503","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3218, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"355551","3120.410636","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3219, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"355552","3120.413728","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3220, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"355909","3129.412045","TpLinkTechno_1a:8f:ea","96:64:59:7d:87:e2","802.11","397","Probe Response, SN=3309, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"355911","3129.415545","TpLinkTechno_1a:8f:ea","96:64:59:7d:87:e2","802.11","397","Probe Response, SN=3310, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"355913","3129.418999","TpLinkTechno_1a:8f:ea","96:64:59:7d:87:e2","802.11","397","Probe Response, SN=3311, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"355916","3129.423657","TpLinkTechno_1a:8f:ea","96:64:59:7d:87:e2","802.11","397","Probe Response, SN=3312, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"355918","3129.427171","TpLinkTechno_1a:8f:ea","96:64:59:7d:87:e2","802.11","397","Probe Response, SN=3313, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"355920","3129.430580","TpLinkTechno_1a:8f:ea","96:64:59:7d:87:e2","802.11","397","Probe Response, SN=3314, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"355942","3130.410857","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3325, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"355943","3130.413886","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3326, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"355944","3130.417011","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3327, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"355946","3130.429169","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3328, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"355947","3130.432314","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3329, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"355948","3130.435473","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3330, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"356316","3135.815036","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=3383, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"356318","3135.820532","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=3385, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"356319","3135.823681","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=3386, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"356505","3140.419454","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3431, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"356506","3140.422653","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3432, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"356508","3140.428490","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3434, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"356511","3140.437899","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3435, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"356513","3140.441356","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3436, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"356515","3140.444811","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3437, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"356694","3144.853674","TpLinkTechno_1a:8f:ea","a2:34:0b:46:0e:c8","802.11","397","Probe Response, SN=3481, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"356696","3144.857096","TpLinkTechno_1a:8f:ea","a2:34:0b:46:0e:c8","802.11","397","Probe Response, SN=3482, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"356698","3144.860546","TpLinkTechno_1a:8f:ea","a2:34:0b:46:0e:c8","802.11","397","Probe Response, SN=3483, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"356701","3144.869617","TpLinkTechno_1a:8f:ea","a2:34:0b:46:0e:c8","802.11","397","Probe Response, SN=3484, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"356703","3144.873062","TpLinkTechno_1a:8f:ea","a2:34:0b:46:0e:c8","802.11","397","Probe Response, SN=3485, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"356705","3144.876511","TpLinkTechno_1a:8f:ea","a2:34:0b:46:0e:c8","802.11","397","Probe Response, SN=3486, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"356902","3146.093123","TpLinkTechno_1a:8f:ea","a2:34:0b:46:0e:c8","802.11","397","Probe Response, SN=3499, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"356903","3146.096070","TpLinkTechno_1a:8f:ea","a2:34:0b:46:0e:c8","802.11","397","Probe Response, SN=3500, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"356904","3146.099216","TpLinkTechno_1a:8f:ea","a2:34:0b:46:0e:c8","802.11","397","Probe Response, SN=3501, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"356909","3146.171533","TpLinkTechno_1a:8f:ea","a2:34:0b:46:0e:c8","802.11","397","Probe Response, SN=3503, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"356911","3146.174990","TpLinkTechno_1a:8f:ea","a2:34:0b:46:0e:c8","802.11","397","Probe Response, SN=3504, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"356913","3146.178520","TpLinkTechno_1a:8f:ea","a2:34:0b:46:0e:c8","802.11","397","Probe Response, SN=3505, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"356916","3146.187620","TpLinkTechno_1a:8f:ea","a2:34:0b:46:0e:c8","802.11","397","Probe Response, SN=3506, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"356918","3146.191387","TpLinkTechno_1a:8f:ea","a2:34:0b:46:0e:c8","802.11","397","Probe Response, SN=3507, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"356920","3146.194841","TpLinkTechno_1a:8f:ea","a2:34:0b:46:0e:c8","802.11","397","Probe Response, SN=3508, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"357189","3150.450003","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3550, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"357191","3150.453443","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3551, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"357193","3150.456888","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3552, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"357198","3150.468692","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3554, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"357199","3150.471805","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3555, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"357201","3150.475693","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3556, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"357962","3160.493181","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3654, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"357964","3160.498592","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3656, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"357966","3160.502049","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3657, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"357969","3160.511938","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3658, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"357971","3160.515412","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3659, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"357973","3160.518759","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3660, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"358023","3161.177781","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3667, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"358024","3161.180709","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3668, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"358025","3161.183819","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3669, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"358444","3167.927094","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=3736, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"358445","3167.930345","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=3737, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"358446","3167.933654","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=3738, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"358452","3168.044855","Fibrain_27:cf:a1","SagemcomBroa_d7:48:32","802.11","420","Probe Response, SN=1630, FN=0, Flags=........C, BI=100, SSID=""INGRAM-device-15432"""
"358453","3168.048151","Fibrain_27:cf:a1","SagemcomBroa_d7:48:32","802.11","420","Probe Response, SN=1631, FN=0, Flags=........C, BI=100, SSID=""INGRAM-device-15432"""
"358615","3170.504578","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3764, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"358617","3170.508021","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3765, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"358619","3170.511441","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3766, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"358622","3170.523148","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3767, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"358624","3170.526622","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3768, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"358625","3170.529798","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3769, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"358649","3170.837797","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=3773, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"358652","3170.843569","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=3775, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"358654","3170.847013","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=3776, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"358668","3170.857211","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=3777, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"358670","3170.860696","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=3778, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"358672","3170.864136","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=3779, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359017","3174.647814","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=3817, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359018","3174.651336","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=3818, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359020","3174.654832","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=3819, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359029","3174.942865","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=3823, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359030","3174.946293","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=3824, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359032","3174.949732","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=3825, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359168","3176.439173","TpLinkTechno_1a:8f:ea","2a:c2:dd:9c:2a:f3","802.11","397","Probe Response, SN=3840, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359170","3176.442601","TpLinkTechno_1a:8f:ea","2a:c2:dd:9c:2a:f3","802.11","397","Probe Response, SN=3841, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359172","3176.446028","TpLinkTechno_1a:8f:ea","2a:c2:dd:9c:2a:f3","802.11","397","Probe Response, SN=3842, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359176","3176.473672","TpLinkTechno_1a:8f:ea","2a:c2:dd:9c:2a:f3","802.11","397","Probe Response, SN=3844, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359178","3176.477119","TpLinkTechno_1a:8f:ea","2a:c2:dd:9c:2a:f3","802.11","397","Probe Response, SN=3845, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359180","3176.480558","TpLinkTechno_1a:8f:ea","2a:c2:dd:9c:2a:f3","802.11","397","Probe Response, SN=3846, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359470","3180.524869","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3886, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359472","3180.528192","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3887, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359474","3180.531637","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3888, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359476","3180.544440","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3889, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359477","3180.547835","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3890, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359478","3180.551286","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3891, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359544","3181.234661","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3899, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359545","3181.237714","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3900, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359546","3181.240761","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3901, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359598","3182.548083","TpLinkTechno_1a:8f:ea","2a:c2:dd:9c:2a:f3","802.11","397","Probe Response, SN=3915, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359600","3182.551471","TpLinkTechno_1a:8f:ea","2a:c2:dd:9c:2a:f3","802.11","397","Probe Response, SN=3916, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359602","3182.554909","TpLinkTechno_1a:8f:ea","2a:c2:dd:9c:2a:f3","802.11","397","Probe Response, SN=3917, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359603","3182.581909","TpLinkTechno_1a:8f:ea","2a:c2:dd:9c:2a:f3","802.11","397","Probe Response, SN=3918, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359605","3182.584546","TpLinkTechno_1a:8f:ea","2a:c2:dd:9c:2a:f3","802.11","397","Probe Response, SN=3919, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359606","3182.587974","TpLinkTechno_1a:8f:ea","2a:c2:dd:9c:2a:f3","802.11","397","Probe Response, SN=3920, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359619","3182.840656","TpLinkTechno_1a:8f:ea","2a:c2:dd:9c:2a:f3","802.11","397","Probe Response, SN=3924, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359621","3182.844076","TpLinkTechno_1a:8f:ea","2a:c2:dd:9c:2a:f3","802.11","397","Probe Response, SN=3925, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359622","3182.847518","TpLinkTechno_1a:8f:ea","2a:c2:dd:9c:2a:f3","802.11","397","Probe Response, SN=3926, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359624","3182.874792","TpLinkTechno_1a:8f:ea","2a:c2:dd:9c:2a:f3","802.11","397","Probe Response, SN=3927, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359625","3182.878067","TpLinkTechno_1a:8f:ea","2a:c2:dd:9c:2a:f3","802.11","397","Probe Response, SN=3928, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"359627","3182.881580","TpLinkTechno_1a:8f:ea","2a:c2:dd:9c:2a:f3","802.11","397","Probe Response, SN=3929, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"360021","3190.529978","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=4005, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"360023","3190.533312","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=4006, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"360025","3190.536690","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=4007, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
